edge_id,source_flags,worldcover_canopy_fraction,street_tree_fraction,fused_canopy_fraction
142090,neither,0.0,0.0,0.0
142091,neither,0.0,0.0,0.0
142092,neither,0.0,0.0,0.0
142093,neither,0.0,0.0,0.0
142094,neither,0.0,0.0,0.0
142095,neither,0.0,0.0,0.0
142096,neither,0.0,0.0,0.0
142097,neither,0.0,0.0,0.0
142098,worldcover_only,0.10256410256410256,0.0,0.10256410256410256
142099,worldcover_only,0.25,0.0,0.25
142100,neither,0.0,0.0,0.0
142101,worldcover_only,0.14285714285714285,0.0,0.14285714285714285
142102,neither,0.0,0.0,0.0
142103,worldcover_only,0.2727272727272727,0.0,0.2727272727272727
142104,worldcover_only,0.6976744186046512,0.0,0.6976744186046512
142105,worldcover_only,0.6976744186046512,0.0,0.6976744186046512
142106,worldcover_only,0.9613259668508287,0.0,0.9613259668508287
142107,worldcover_only,0.6976744186046512,0.0,0.6976744186046512
142108,worldcover_only,0.10256410256410256,0.0,0.10256410256410256
142109,worldcover_only,0.6976744186046512,0.0,0.6976744186046512
142110,neither,0.0,0.0,0.0
142111,both,0.14084507042253522,0.06338028169014084,0.19718309859154928
142112,both,0.26666666666666666,0.08888888888888889,0.28888888888888886
142113,neither,0.0,0.0,0.0
142114,stl_only,0.0,0.03571428571428571,0.03571428571428571
142115,neither,0.0,0.0,0.0
142116,neither,0.0,0.0,0.0
142117,worldcover_only,0.11764705882352941,0.0,0.11764705882352941
142118,worldcover_only,0.1724137931034483,0.0,0.1724137931034483
142119,worldcover_only,0.11764705882352941,0.0,0.11764705882352941
142120,both,0.14084507042253522,0.06338028169014084,0.19718309859154928
142121,worldcover_only,0.1282051282051282,0.0,0.1282051282051282
142122,worldcover_only,0.5333333333333333,0.0,0.5333333333333333
142123,neither,0.0,0.0,0.0
142124,both,0.2962962962962963,0.037037037037037035,0.3333333333333333
142125,both,0.3125,0.0625,0.375
142126,both,0.5217391304347826,0.043478260869565216,0.5652173913043478
142127,both,0.26666666666666666,0.08888888888888889,0.28888888888888886
142128,both,0.868421052631579,0.6052631578947368,0.881578947368421
142129,worldcover_only,0.5,0.0,0.5
142130,both,0.868421052631579,0.6052631578947368,0.881578947368421
142131,both,1.0,0.11764705882352941,1.0
142132,both,1.0,0.125,1.0
142133,both,1.0,0.11764705882352941,1.0
142134,both,1.0,0.29411764705882354,1.0
142135,both,1.0,0.23076923076923078,1.0
142136,both,1.0,0.29411764705882354,1.0
142137,both,0.7833333333333333,0.05,0.7833333333333333
142138,both,0.8181818181818182,0.36363636363636365,0.8181818181818182
142139,both,0.7833333333333333,0.05,0.7833333333333333
142140,both,1.0,0.4666666666666667,1.0
142141,both,1.0,0.4666666666666667,1.0
142142,both,1.0,0.5,1.0
142143,both,1.0,0.3076923076923077,1.0
142144,both,1.0,0.5,1.0
142145,both,1.0,0.23076923076923078,1.0
142146,both,1.0,0.3076923076923077,1.0
142147,both,1.0,0.3,1.0
142148,worldcover_only,0.5625,0.0,0.5625
142149,both,0.7401574803149606,0.49606299212598426,0.7401574803149606
142150,both,0.8518518518518519,0.5555555555555556,0.8888888888888888
142151,worldcover_only,0.25,0.0,0.25
142152,worldcover_only,0.2727272727272727,0.0,0.2727272727272727
142153,worldcover_only,0.641860465116279,0.0,0.641860465116279
142154,neither,0.0,0.0,0.0
142155,neither,0.0,0.0,0.0
142156,neither,0.0,0.0,0.0
142157,worldcover_only,0.03571428571428571,0.0,0.03571428571428571
142158,worldcover_only,0.047619047619047616,0.0,0.047619047619047616
142159,worldcover_only,0.02702702702702703,0.0,0.02702702702702703
142160,neither,0.0,0.0,0.0
142161,neither,0.0,0.0,0.0
142162,neither,0.0,0.0,0.0
142163,neither,0.0,0.0,0.0
142164,neither,0.0,0.0,0.0
142165,neither,0.0,0.0,0.0
142166,neither,0.0,0.0,0.0
142167,neither,0.0,0.0,0.0
142168,neither,0.0,0.0,0.0
142169,stl_only,0.0,0.030303030303030304,0.030303030303030304
142170,neither,0.0,0.0,0.0
142171,stl_only,0.0,0.3125,0.3125
142172,stl_only,0.0,0.3870967741935484,0.3870967741935484
142173,stl_only,0.0,0.3125,0.3125
142174,stl_only,0.0,0.030303030303030304,0.030303030303030304
142175,stl_only,0.0,0.2413793103448276,0.2413793103448276
142176,stl_only,0.0,0.12,0.12
142177,stl_only,0.0,0.32,0.32
142178,stl_only,0.0,0.23809523809523808,0.23809523809523808
142179,neither,0.0,0.0,0.0
142180,stl_only,0.0,0.15384615384615385,0.15384615384615385
142181,stl_only,0.0,0.07407407407407407,0.07407407407407407
142182,stl_only,0.0,0.15384615384615385,0.15384615384615385
142183,stl_only,0.0,0.2857142857142857,0.2857142857142857
142184,stl_only,0.0,0.25,0.25
142185,both,0.030303030303030304,0.06060606060606061,0.09090909090909091
142186,stl_only,0.0,0.2222222222222222,0.2222222222222222
