 582 10 0 1 681111 684141 4 115-9 1 1 6 6 6 6 6 6 6 6 6 6 6 6 1 6 7-9  7323 8467039410195790111143 3 314021141 7 7 7
 583 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 39712016154-9-9-9
 584 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 4 213421133-9-9-9
 585 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111143 3 212816133-9-9-9
 586 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111143 5 112416133-9-9-9
 587 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 2 213616143-9-9-9
 588 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111143 3 215846133-9-9-9
 589 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -916934078820391590111143 4 316821135-9-9-9
 590 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 2 217221125-9-9-9
 591 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111143 3 515336136-9-9-9
 592 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111143 4 265321133-9-9-9
 593 01 0 2 681111 68-930 1 530 5 2 1 6 6 6 6 6 6 6 6 6 6 6 6 6 1 7-9 4067212700559115293690111143 39713716143-9-9-9
 594 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -918216116661525500111143 5 265921137-9-9-9
 595 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111143 19769636127-9-9-9
 596 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111143 3 267021126-9-9-9
 597 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111143 3 366736147-9-9-9
 598 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 2 218121125-9-9-9
 599 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 3 314521143-9-9-9
 600 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111143 49714421141 1 719
 601 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -921859339993830600111143 6 261616134-9-9-9
 602 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111143 39767921127-9-9-9
 603 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111143 2 265921127-9-9-9
 604 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111143 2 316921135-9-9-9
 605 01 1 1 681111  3-9-9 833 0-9 2 6 6 6 6 6 6 6 1 6 1 6 6 6 1 1-912209201 7286446664610190111113 2 566621147-9-9-9
 606 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 416121146-9-9-9
 607 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 468516147-9-9-9
 608 01 0 1 681111 68-935 8 3 0-9 2 6 1 6 6 6 6 6 6 6 1 6 6 6 1 1-9-9    -112700559115293690111113 3 515021136-9-9-9
 609 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 463021151 61715
 610 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 266121141 61518
 611 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -921167598525489490111113 5 417521135-9-9-9
 612 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111113 3 814621191 1 112
 613 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 317721135-9-9-9
 614 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -916934078820391590111113 6 215316131 615 9
 615 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 3 264521133-9-9-9
 616 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 3 214421161 4 7 9
 617 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111113 1 217536135-9-9-9
 618 10 0 1 681111 684141 6 130-9 1 1 6 6 6 6 6 6 6 6 6 6 6 6 1 6 8-9  9986 3643223332305100111113 1 363416181 7 317
 619 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 267136137-9-9-9
 620 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 267436137-9-9-9
 621 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 4 214521121 611 7
 622 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111113 4 868636126-9-9-9
 623 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 267836127-9-9-9
 624 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111113 5 864721181 6 216
 625 11 0 2 68-943 681111 6 7 0-9 2 6 6 6 6 6 6 6 1 6 6 6 6 6 6 1-9 6 79782 7286446664610190111113 2 665916161 6 817
 626 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 565946156-9-9-9
 627 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 5 814121191 6 315
 628 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 566321157-9-9-9
 629 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 568116155-9-9-9
 630 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 4 464121162 61514
 631 01 0 1 681111 68-928 4 6 0-9 2 6 1 6 6 6 6 6 1 6 6 6 6 6 1 1-9-9 49459 7286446664610190111113 2 863011191 4 315
 632 30 0 1 681111 682929 1 240 4 2 1 6 6 6 6 6 6 6 6 6 6 6 6 1 1 4-9 1673612700559115293690111113 3 215621151 413 8
 633 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 267836137-9-9-9
 634 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 268636127-9-9-9
 635 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111113 4 315021151 6 615
 636 10 0 1 681111 684141 3 130-9 1 1 6 6 6 6 6 6 6 6 6 6 6 6 1 6 7-9 10068 8467039410195790111113 2 613121191 614 8
 637 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 216121145-9-9-9
 638 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111113 1 217746125-9-9-9
 639 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 19868936147-9-9-9
 640 10 0 1 681111 68-941 5 130-9 1 6 1 6 6 6 6 6 6 6 6 6 6 6 1 6 8-9 11502 8467039410195790111113 2 817221155-9-9-9
 641 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 29816416191 4 313
 642 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 3 265221153-9-9-9
 643 02 0 1 681111 68-928 4 5 0-9 2 6 6 6 6 6 6 6 1 6 6 1 6 6 6 1-9 1 4949825401118230587390111113 6 816616195-9-9-9
 644 10 0 1 681111 68181810 330-9 2 1 6 6 6 6 6 6 6 6 6 6 6 6 1 111-9 2501812700559115293690111113 3 815521181 6 217
 645 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 4 563721192 7 216
 646 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 267621127-9-9-9
 647 30 0 1 681111 684141 1 115 2 1 1 6 6 6 6 6 6 6 6 6 6 6 6 6 6 9-9 10132 8467039410195790111113 4 714921191 6 2 7
 648 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 216921145-9-9-9
 649 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 3 263516163-9-9-9
 650 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111113 3 314416143-9-9-9
 651 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 4 264121142 61514
 652 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 3 462316153-9-9-9
 653 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 365021157-9-9-9
 654 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 266121117-9-9-9
 655 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 29866321147-9-9-9
 656 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 39765921147-9-9-9
 657 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 366521137-9-9-9
 658 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 39766636137-9-9-9
 659 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 468036195-9-9-9
 660 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 568036127-9-9-9
 661 01 0 1 681111 68-9 9 6 830-9 2 1 6 6 6 6 6 6 6 6 6 6 6 6 1 1 1-9 69006 8467039410195790111113 2 815321191 6 915
 662 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111113 1 117336135-9-9-9
 663 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111113 1 414446171 6 216
 664 01 0 1 681111 68-928 4 8 0-9 2 6 1 6 6 6 6 6 6 6 6 6 6 6 1 1 7-9 49557 7286446664610190111113 2 566721165-9-9-9
 665 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 466316196-9-9-9
 666 10 0 1 681111 68-914 6 330-9 1 1 6 6 6 6 6 6 6 6 6 6 6 6 1 1 8-9 24312 8467039410195790111113 2 814721191 6 315
 667 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 3 815021161 1 4 3
 668 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 39862911172 7 5 6
 669 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 467336157-9-9-9
 670 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 3 363446153-9-9-9
 671 10 0 1 681111 68-914 6 330-9 1 6 6 6 6 6 6 1 6 6 6 6 6 6 1 6-9 1 18765 8467039410195790111113 29813821171 613 3
 672 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111113 39812816143-9-9-9
 673 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 564916176-9-9-9
 674 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 29765721163-9-9-9
 675 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 3 414011263-9-9-9
 676 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 4 314421181 6 615
 677 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 19765216172 7 817
 678 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111113 4 462316138-9-9-9
 679 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 366746255-9-9-9
 680 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 29863511151 6 8 7
 681 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 113816173-9-9-9
 682 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111113 1 266036137-9-9-9
 683 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 3 163921173-9-9-9
 684 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111113 1 413316181 6 414
 685 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 3 365021147-9-9-9
 686 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111113 1 317436135-9-9-9
 687 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 3 563521182 6 614
 688 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111113 3 412716172 9 7 9
 689 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 513846151 61715
 690 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 366321147-9-9-9
 691 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 39865346147-9-9-9
 692 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 565821155-9-9-9
 693 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111113 3 564116174-9-9-9
 694 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111113 2 316321125-9-9-9
 695 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 3 563911192 7 317
 696 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 363716171 6 7 7
 697 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111113 2 266036147-9-9-9
 698 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -920416663174439520111132 5 115121143-9-9-9
 699 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7027954876918400111132 4 363421173-9-9-9
 700 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4083332634887907111132 1 416916145-9-9-9
 701 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910541932315377610111132 3 464921167-9-9-9
 702 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8166665269775810111132 2 314821161 711 6
 703 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7027954876918400111132 2 266121137-9-9-9
 704 20 0 2 68-941 682121 4 1 0-9 2 6 1 6 6 6 6 6 6 6 6 6 6 6 1 1 8-9 1128614055909753836810111132 4 862616181 7 316
 705 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -916333330539551620111132 5 515221151 6 4 6
 706 10 0 1 681111 684141 1 2 0 3 1 1 6 6 6 6 6 6 6 6 6 6 6 6 1 6 5-9 10990 8166665269775810111132 2 215921131 1 1 7
 707 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -916333330539551620111132 4 614821141 61715
 708 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111133 1 267436137-9-9-9
 709 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 4233519705097899111133 1 216836135-9-9-9
 710 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -916934078820391590111133 4 211716134-9-9-9
 711 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 2 267336127-9-9-9
 712 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 2 763126181 6 5 3
 713 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -921167598525489490111133 5 518321135-9-9-9
 714 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111133 2 215416143-9-9-9
 715 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -912700559115293690111133 3 315121173-9-9-9
 716 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111133 2 317421125-9-9-9
 717 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111133 4 362016162 6 817
 718 22 0 1 681111 68-9 8 1 345 3 2 1 6 6 6 6 6 6 6 6 1 6 6 6 6 1-9-9 91770 8467039410195790111133 4 813421191 6 4 3
 719 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 2 265821131 4 7 9
 720 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 2 268421137-9-9-9
 721 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111133 4 414321181 7 512
 722 10 0 1 681111 68-9 4 4 5 0-9 2 1 6 6 6 6 6 6 6 6 6 6 6 6 1 1 8-9 35017 8467039410195790111133 2 216321141 6 715
 723 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -916934078820391590111133 4 312416163-9-9-9
 724 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 3 163846143-9-9-9
 725 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111133 1 168936136-9-9-9
 726 10 0 1 681111 681818 7 315-9 1 1 6 6 6 6 6 6 6 6 6 6 6 6 1 1 8-9 24300 8467039410195790111133 3 815321151 6 4 3
 727 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 2 265321131 1 116
 728 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111133 5 165021127-9-9-9
 729 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111133 2 111916164-9-9-9
 730 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111133 1 165126127-9-9-9
 731 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111133 1 266836132 915 3
 732 10 0 1 681111 68-941 5 230-9 2 6 6 6 6 6 1 6 6 6 6 6 6 6 1 6-9 1 12051 8467039410195790111133 2 217521155-9-9-9
 733 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -921167598525489490111133 6 214621133-9-9-9
 734 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -910929669996915300111133 3 268121137-9-9-9
 735 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 3643223332305100111133 1 268436127-9-9-9
 736 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 7286446664610190111133 4 563121147-9-9-9
 737 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 8467039410195790111133 2 217321135-9-9-9
 738 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -918216116661525500111133 5 265421137-9-9-9
 739 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -914572893329220390111133 4 365121147-9-9-9
