  73 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 580899351688921004 413 2 164526253-9-9-9
  74 01 0 1 68 4 4 68-9 2 4 330-9 2 6 1 6 6 6 6 6 6 6 6 6 6 6 1 1 6-9 22390 290449675844460504 413 1 268236145-9-9-9
  75 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 580899351688921004 413 3 362921163-9-9-9
  76 01 0 1 68 4 4 68-928 4 6 0-9 1 6 1 6 6 6 6 6 6 6 6 6 6 6 1 1 8-9 419411161798703377842004 413 5 266721123-9-9-9
  77 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 580899351688921004 413 2 267431115-9-9-9
  78 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -91025637912405256004 413 3 215321123-9-9-9
  79 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 580899351688921004 413 2 462411142 7 7 7
  80 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 290449675844460504 413 1 166136127-9-9-9
  81 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -91025637912405256004 413 39713216143-9-9-9
  82 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -91161798703377842004 413 4 462016144-9-9-9
  83 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 683758608270170004 413 2 115716123-9-9-9
  84 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 580899351688921004 413 4 164821253-9-9-9
  85 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 290449675844460504 413 1 365326131 91517
  86 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 683758608270170004 413 3 514821141 6 6 8
  87 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -91161798703377842004 413 4 161616144-9-9-9
  88 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -9 871349027533381004 413 3 364821142 616 7
  89 00 0-9 -9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9    -91025637912405256004 413 4 213511141 711 6
