  10 44101   17 10 1 1 1 1 11 68 4 41   17 68 4 41230668 4 41240 10 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-91161798703377842004 443 4 264821123-9-9-9
  13 15110   16  5 1 1 1 5 11 68 4 41   16 68 4 4 710668 4 4 715  5 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 418116185-9-9-9
  13 25110   14  5 1 1 1 1 11 68 4 41   14 68 4 4 720668 4 4 725  5 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 418116185-9-9-9
  13 35101   36 10 1 1 112 11 68 4 41   36 68 4 4 945668 4 4 955 10 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 418116185-9-9-9
  13 45101   36 15 1 1 1 1 11 68 4 41   36 68 4 411 0668 4 41115 15 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 418116185-9-9-9
  13 55101   36 10 1 1 1 9 11 68 4 41   36 68 4 41645668 4 41655 10 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 418116185-9-9-9
  13 65101   36 10 1 1 1 1 11 68 4 41   36 68 4 419 0668 4 41910 10 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 418116185-9-9-9
  14 14101   14 15 1 1 1 5 11 68 4 41   14 68 4 41930668 4 41945 15 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 580899351688921004 443 2 266821127-9-9-9
  14 24101   14 20 1 1 1 1 11 68 4 41   14 68 4 42020668 4 42040 20 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 580899351688921004 443 2 266821127-9-9-9
  14 34101  104 20 1 1 1 8 11 68 4 41  104 68 4 421 0668 4 42120 20 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 580899351688921004 443 2 266821127-9-9-9
  14 44101  104  5 1 1 1 1 31 68 4 41  104 68 4 42125668 4 42130  5 3-9 2-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 580899351688921004 443 2 266821127-9-9-9
  15 11101 4009 30 6 6 1 2 21 68 4 41 4009 68 4 4 6 0668 4 4 630 30 2-9 1 1-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 683758608270170004 443 49812811131 611 3
  15 21101 4002 30 6 6 1 1 21 68 4 41 4002 68 4 415 0668 4 41530 30 2-9 1 1-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 683758608270170004 443 49812811131 611 3
  17 15101   45 10 1 1 1 5 11 68 4 41   45 68 4 411 0668 4 41110 10 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-91161798703377842004 443 4 463516137-9-9-9
  17 25101   37 10 1 1 1 1 11 68 4 41   37 68 4 41140668 4 41150 10 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-91161798703377842004 443 4 463516137-9-9-9
  18 12101   43 15 1 1 1 9 11 68 4 41   43 68 4 410 0668 4 41015 15 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 683758608270170004 443 59814421143-9-9-9
  18 22101   36 15 1 1 1 1 11 68 4 41   36 68 4 412 5668 4 41220 15 1-9-9-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 683758608270170004 443 59814421143-9-9-9
  19 14101   61 60 1 1 1 2 31 68 4 41   61 68 4 4 6 0668 4 4 7 0 60 3-9 2-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 113016141 615 1
  19 24101   84  5 1 1 1 1 31 68 4 41   84 68 4 41530668 4 41535  5 3-9 2-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 341879304135085404 443 1 113016141 615 1
  20 12101 5094 40 6 6 1 7 31 68 4 41 5094 68 4 412 0668 4 41240 40 3-9 2-9-9   -9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9  -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9 -9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-9-91161798703377842004 443 4 266321137-9-9-9
